chr19	66048	66345	0	0	1	1	0	11
chr19	191354	208325	2	2	0	2	0	32
chr19	201662	205168	2	2	0	3	1	58
chr19	204065	204842	2	2	0	3	0	70
chr19	204065	205168	2	2	0	5	1	58
chr19	204065	208325	2	2	0	1	0	67
chr19	204069	204842	2	2	0	1	0	70
chr19	205227	205453	2	2	0	1	0	59
chr19	205227	206037	2	2	0	1	0	22
chr19	205227	208325	2	2	0	2	2	40
chr19	205227	221139	2	2	0	0	2	14
chr19	208391	209234	2	2	0	1	0	53
chr19	224048	229634	2	2	0	2	0	53
chr19	233542	234424	2	2	0	2	0	58
chr19	234641	237934	2	2	0	1	0	41
chr19	239239	246395	2	2	0	2	0	31
chr19	281537	282132	2	2	0	4	0	58
chr19	282810	287473	0	0	1	2	0	62
chr19	287751	288018	2	2	0	7	0	58
chr19	288172	291284	0	0	1	3	0	62
chr19	306711	307117	2	2	0	3	0	46
chr19	307537	308576	0	0	1	9	0	64
chr19	308665	308799	2	2	0	6	0	68
chr19	308665	308820	2	2	0	1	0	25
chr19	308926	311844	0	0	1	9	0	68
chr19	311940	312190	0	0	1	5	0	35
chr19	312273	313491	0	0	1	3	0	54
chr19	313643	325633	2	2	0	4	0	57
chr19	325705	326506	0	0	1	4	0	59
chr19	326598	327131	2	2	0	3	0	34
chr19	327256	327862	2	2	0	11	0	64
chr19	327990	334399	0	0	1	2	0	58
chr19	374721	374975	1	1	0	2	0	33
chr19	375123	383741	1	1	0	1	0	50
chr19	375123	384599	1	1	0	2	0	63
chr19	384729	385122	1	1	0	1	0	48
chr19	408401	408580	2	2	0	1	0	30
chr19	408402	409005	0	0	1	16	0	70
chr19	417322	418921	2	2	0	2	1	12
chr19	417323	418922	0	0	1	31	1	73
chr19	419057	422145	0	0	1	27	1	68
chr19	422456	425095	2	2	0	8	0	63
chr19	425232	430683	0	0	1	19	0	67
chr19	428824	428971	2	2	0	1	0	29
chr19	429489	429684	2	2	0	0	1	28
chr19	429489	429978	2	2	0	1	0	44
chr19	429636	429684	2	2	0	0	1	62
chr19	429757	429805	2	2	0	0	1	67
chr19	430202	430448	2	2	0	1	0	74
chr19	430748	434708	0	0	1	15	0	64
chr19	434865	436163	2	2	0	1	0	47
chr19	434866	436164	0	0	1	8	0	57
chr19	436292	436379	0	0	1	24	11	52
chr19	436398	436628	2	2	0	1	0	18
chr19	436431	436628	2	2	0	3	20	51
chr19	436432	436629	0	0	1	7	19	52
chr19	436462	436628	2	2	0	2	0	46
chr19	436683	438716	2	2	0	1	21	53
chr19	436684	438717	0	0	1	24	22	56
chr19	438837	438968	2	2	0	4	15	62
chr19	438838	438969	0	0	1	7	22	62
chr19	439030	440860	2	2	0	1	17	60
chr19	439031	440861	0	0	1	8	19	63
chr19	440932	441083	2	2	0	1	0	72
chr19	440932	444938	2	2	0	1	0	64
chr19	440932	490245	2	2	0	1	0	26
chr19	440933	460528	0	0	1	15	14	70
chr19	441628	460527	2	2	0	1	0	35
chr19	459897	460527	2	2	0	2	0	46
chr19	464365	467648	0	0	1	1	1	53
chr19	498825	499164	1	1	0	1	0	63
chr19	498825	501667	1	1	0	1	0	43
chr19	507845	518888	0	0	1	16	1	60
chr19	532108	535835	1	1	0	1	0	53
chr19	532109	535836	0	0	1	39	1	73
chr19	534657	534832	2	2	0	1	0	71
chr19	535923	536241	1	1	0	56	0	74
chr19	536341	537012	0	0	1	51	0	73
chr19	537147	541341	1	1	0	1	0	20
chr19	537147	547278	1	1	0	1	0	14
chr19	537148	538677	0	0	1	1	0	65
chr19	537148	541338	0	0	1	75	0	70
chr19	541253	541338	0	0	1	1	0	19
chr19	567625	571439	0	0	1	3	0	53
chr19	572701	577772	1	1	0	1	0	64
chr19	572701	579498	1	1	0	152	3	75
chr19	572701	580377	1	1	0	1	0	71
chr19	579158	579240	1	1	0	1	0	25
chr19	579657	580378	0	0	1	484	6	75
chr19	580461	580644	1	1	0	12	21	75
chr19	580462	580645	0	0	1	318	27	75
chr19	580782	581313	1	1	0	13	23	53
chr19	580783	581314	0	0	1	377	29	73
chr19	581591	582304	1	1	0	361	3	46
chr19	582331	582513	0	0	1	417	4	27
chr19	582582	582748	1	1	0	13	1	68
chr19	582583	582749	0	0	1	411	9	70
chr19	590577	603601	1	1	0	1	0	40
chr19	590578	603543	0	0	1	71	0	75
chr19	603872	646820	1	3	0	2	0	19
chr19	603967	605059	1	1	0	63	0	72
chr19	605222	607962	1	1	0	40	2	74
chr19	605382	605797	1	1	0	0	1	43
chr19	605486	605589	1	1	0	0	1	53
chr19	605486	605641	1	1	0	0	1	53
chr19	605486	605693	1	1	0	0	1	53
chr19	605486	605797	1	1	0	0	1	43
chr19	605642	605797	1	1	0	0	1	43
chr19	605694	605797	1	1	0	0	1	43
chr19	605746	605797	1	1	0	0	1	43
chr19	608182	610257	1	1	0	41	1	75
chr19	610406	613247	0	0	1	62	0	75
chr19	613488	613850	1	1	0	34	0	73
chr19	614016	615793	1	1	0	1	0	69
chr19	614017	615794	0	0	1	32	1	75
chr19	616826	643522	2	2	0	1	0	26
chr19	617324	617418	0	0	1	6	0	61
chr19	617480	617568	2	2	0	9	0	60
