chr19	61895	66345	0	0	1	1	0	70
chr19	66048	66345	0	0	1	1	1	46
chr19	66500	70927	0	0	1	2	0	11
chr19	191354	193577	2	2	0	1	0	60
chr19	191354	208325	2	2	0	1	0	59
chr19	198498	200389	2	2	0	0	4	73
chr19	198789	200389	2	2	0	0	4	73
chr19	199080	200389	2	2	0	0	4	73
chr19	199129	199368	2	2	0	0	1	31
chr19	199129	199465	2	2	0	0	1	31
chr19	199417	200389	2	2	0	0	1	48
chr19	199514	200389	2	2	0	0	1	48
chr19	199611	200389	2	2	0	0	4	73
chr19	199855	200389	2	2	0	0	4	73
chr19	199904	200000	2	2	0	0	1	30
chr19	199904	200194	2	2	0	0	1	30
chr19	200049	200389	2	2	0	0	9	73
chr19	200243	200389	2	2	0	0	9	73
chr19	201662	201754	2	2	0	6	1	58
chr19	201662	205168	2	2	0	14	10	58
chr19	201813	203869	2	2	0	2	0	26
chr19	201813	203873	2	2	0	4	0	52
chr19	201813	208325	2	2	0	0	1	40
chr19	204065	205168	2	2	0	7	0	58
chr19	205076	205168	2	2	0	5	8	58
chr19	205227	205453	2	2	0	1	1	40
chr19	205227	208325	2	2	0	4	3	40
chr19	208391	209234	2	2	0	3	0	57
chr19	208391	209767	2	2	0	1	0	41
chr19	208391	211760	2	2	0	0	1	46
chr19	209866	211760	2	2	0	1	0	12
chr19	211885	221139	2	2	0	1	1	28
chr19	218917	221139	2	2	0	2	0	56
chr19	221205	229634	2	2	0	1	1	65
chr19	224048	229634	2	2	0	11	0	75
chr19	233542	234424	2	2	0	1	0	12
chr19	234641	237934	2	2	0	2	0	56
chr19	243177	246395	2	2	0	1	0	22
chr19	281537	282132	2	2	0	24	1	75
chr19	282311	282751	0	0	1	10	0	58
chr19	282810	287473	0	0	1	17	0	62
chr19	287751	288018	2	2	0	20	0	73
chr19	288171	291287	2	2	0	1	0	72
chr19	288172	290951	0	0	1	3	0	71
chr19	288172	291284	0	0	1	5	0	54
chr19	306711	307117	2	2	0	13	0	72
chr19	307537	308576	0	0	1	9	1	47
chr19	308665	308799	2	2	0	13	1	75
chr19	308665	308820	2	2	0	2	0	50
chr19	308926	311844	0	0	1	9	0	72
chr19	311940	312190	0	0	1	13	0	62
chr19	312272	313490	2	2	0	1	0	20
chr19	312273	313491	0	0	1	10	0	44
chr19	313643	325633	2	2	0	18	1	48
chr19	325705	326506	0	0	1	22	1	71
chr19	326598	327131	2	2	0	17	0	65
chr19	327256	327862	2	2	0	12	1	74
chr19	327990	334399	0	0	1	13	0	74
chr19	334543	336082	0	0	1	3	0	74
chr19	336173	343808	2	2	0	1	0	35
chr19	336174	344773	0	0	1	1	0	6
chr19	367225	371204	0	0	1	1	0	40
chr19	372701	373469	0	0	1	1	0	46
chr19	373531	373938	2	2	0	1	0	44
chr19	408402	409005	0	0	1	1	0	48
chr19	417323	418922	0	0	1	3	0	51
chr19	419057	422145	0	0	1	8	0	59
chr19	422456	425095	2	2	0	5	0	66
chr19	425232	430683	0	0	1	8	0	64
chr19	430748	434708	0	0	1	10	0	65
chr19	434866	436164	0	0	1	9	3	68
chr19	436292	436379	0	0	1	6	2	52
chr19	436431	436628	2	2	0	1	3	51
chr19	436432	436629	0	0	1	1	3	52
chr19	436683	438716	2	2	0	0	6	53
chr19	436684	438717	0	0	1	5	7	57
chr19	438837	438968	2	2	0	2	5	62
chr19	438838	438969	0	0	1	2	5	62
chr19	439030	440860	2	2	0	0	2	27
chr19	439031	440861	0	0	1	5	2	63
chr19	440933	460528	0	0	1	5	0	62
chr19	467762	490245	2	2	0	1	0	63
chr19	467762	501539	2	2	0	1	0	65
chr19	484564	490245	2	2	0	1	0	68
chr19	485538	490245	2	2	0	1	0	57
chr19	489705	489864	1	1	0	1	0	64
chr19	490039	501667	1	1	0	1	0	18
chr19	490354	501540	0	0	1	1	0	61
chr19	498825	504743	1	1	0	1	0	75
chr19	501929	504743	1	1	0	2	0	22
chr19	507845	518888	0	0	1	16	0	42
chr19	513685	513748	2	2	0	1	0	26
chr19	532108	535835	1	1	0	1	1	68
chr19	532109	535836	0	0	1	149	3	75
chr19	535923	536241	1	1	0	102	2	74
chr19	536340	537011	1	1	0	2	1	63
chr19	536341	537012	0	0	1	119	5	75
chr19	537147	541337	1	1	0	9	3	70
chr19	537147	541341	1	1	0	6	1	75
chr19	537148	538677	0	0	1	2	0	22
chr19	537148	541338	0	0	1	140	4	75
chr19	537148	541345	0	0	1	4	0	65
chr19	537600	550120	2	2	0	0	1	47
chr19	540709	540819	1	3	0	1	0	60
chr19	540797	540833	1	3	0	1	0	37
chr19	541253	541338	0	0	1	2	0	57
chr19	544127	547279	0	0	1	5	0	56
chr19	547437	548541	0	0	1	3	1	71
chr19	548677	548920	1	1	0	6	0	57
chr19	549185	549628	1	1	0	1	0	57
chr19	549186	549629	0	0	1	9	1	56
chr19	562653	567454	2	2	0	3	0	51
chr19	562653	571438	2	2	0	1	0	73
chr19	566814	579498	1	1	0	1	0	66
chr19	567081	579498	1	1	0	1	0	50
chr19	567625	571439	0	0	1	13	0	62
chr19	567649	571439	0	0	1	3	0	72
chr19	571579	579498	1	1	0	10	0	66
chr19	571596	571695	2	2	0	3	0	42
chr19	572701	579498	1	1	0	1288	29	75
chr19	572701	580377	1	1	0	4	0	75
chr19	572701	580644	1	1	0	4	0	75
chr19	579656	580311	1	1	0	2	0	55
chr19	579657	580378	0	0	1	1113	16	75
chr19	580461	580644	1	1	0	64	7	69
chr19	580461	580654	1	1	0	1	0	32
chr19	580462	580645	0	0	1	1162	31	75
chr19	580782	581313	1	1	0	15	14	61
chr19	580782	581454	1	1	0	1	0	27
chr19	580783	581314	0	0	1	966	37	75
chr19	581415	581523	1	1	0	1	0	37
chr19	581591	582304	1	1	0	723	13	28
chr19	582330	582516	1	1	0	2	0	24
chr19	582331	582513	0	0	1	800	12	27
chr19	582334	582516	1	1	0	1	0	30
chr19	582582	582748	1	1	0	24	1	69
chr19	582583	582749	0	0	1	1148	17	70
chr19	585693	621261	1	1	0	1	0	12
chr19	590578	603543	0	0	1	9	0	72
chr19	603967	605059	1	1	0	24	0	70
chr19	605222	605973	1	1	0	1	0	24
chr19	605222	607962	1	1	0	8	0	71
chr19	608182	610061	1	1	0	0	1	12
chr19	608182	610185	1	1	0	0	1	12
chr19	608182	610257	1	1	0	26	1	69
chr19	610405	613246	1	1	0	1	0	47
chr19	610406	613247	0	0	1	22	0	74
chr19	611154	612877	2	2	0	2	0	33
chr19	613440	613866	2	2	0	1	0	14
chr19	613488	613850	1	1	0	38	0	70
chr19	614003	615218	2	2	0	2	0	61
chr19	614016	614862	1	1	0	1	0	38
chr19	614017	615794	0	0	1	28	1	74
chr19	617324	617418	0	0	1	22	0	61
chr19	617480	617568	2	2	0	20	0	58
chr19	617655	617775	2	2	0	3	3	73
chr19	617655	618486	2	2	0	1	0	34
chr19	617656	617776	0	0	1	16	2	75
chr19	617849	618486	2	2	0	5	2	59
chr19	617850	618487	0	0	1	38	5	75
chr19	618582	618703	2	2	0	1	0	15
chr19	618587	618704	0	0	1	74	1	56
chr19	618753	618995	2	2	0	1	0	48
chr19	618761	618996	0	0	1	52	0	58
chr19	619111	619209	0	0	1	30	0	73
chr19	619296	619584	2	2	0	1	0	37
chr19	619297	619585	0	0	1	26	0	71
chr19	619687	619956	2	2	0	2	0	50
chr19	619765	619956	2	2	0	0	1	16
chr19	619766	619957	0	0	1	26	2	74
chr19	620080	620363	2	2	0	2	4	22
chr19	620081	620364	0	0	1	14	5	73
chr19	620487	621056	2	2	0	0	3	16
chr19	620488	621057	0	0	1	24	3	74
chr19	621847	622148	0	0	1	21	0	75
chr19	622373	622580	2	2	0	1	0	28
chr19	622374	622581	0	0	1	9	0	67
chr19	622743	622819	2	2	0	1	0	40
chr19	622753	622820	0	0	1	20	0	71
chr19	622986	623453	0	0	1	20	1	75
chr19	623604	624718	0	0	1	16	0	68
chr19	624906	625123	0	0	1	23	2	74
chr19	625255	629539	0	0	1	7	1	69
chr19	630169	632833	0	0	1	24	0	68
